objectid,filename,parentid,display_template,display_order,title,creator,date,description,language,format,type,subtype,subject,historical_context,reception_form,depicted,source,identifier,rights,rightstatement,location,city,country,latitude,longitude,object_location,image_small,image_thumb,image_alt_text,relation,database_record,url,iiif
europeana_00018,,,image,,Fuenteovejuna,http://data.europeana.eu/agent/63846; Centro Andaluz de Teatro (CAT); Teatro Al-Kasaba; Emilio Hernández; Ana Rossetti; Lope de Vega,2000,,es,1 cartel 49 x 33 cm.,IMAGE,,Centros dramáticos; Compañías; Producciones; Teatro; Teatro clásico español,,,,Europeana | Andalusian Performing Arts Research and Resource Center,oai:elektra.cdaea.es:documento.1763 | 3103 | CDAEA 01/3161,http://rightsstatements.org/vocab/InC-EDU/1.0/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Mercado de las flores, Barcelona",Mercado de las flores,Barcelona,,,https://www.juntadeandalucia.es/cultura/cdaea/elektra/catalogo_execute.html?tipoObjeto=1&id=1763,https://www.juntadeandalucia.es/cultura/cdaea/elektra/repository/publicas/999/1/9/1763/00000000000001763_Internet.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fwww.juntadeandalucia.es%2Fcultura%2Fcdaea%2Felektra%2Frepository%2Fpublicas%2F999%2F1%2F9%2F1763%2F00000000000001763_Internet.jpg&type=IMAGE,Fuenteovejuna,,,https://www.juntadeandalucia.es/cultura/cdaea/elektra/catalogo_execute.html?tipoObjeto=1&id=1763,https://iiif.europeana.eu/presentation/2022715/https___www_juntadeandalucia_es_cultura_cdaea_elektra_catalogo_execute_html_tipoObjeto_1_id_1763/manifest.json
europeana_00019,,,image,,Fuenteovejuna - Figurín,"Caballero, José (Lugar de nacimiento: Huelva, 11/06/1915 - Lugar de defunción: Madrid, 26/05/1991)",1944,Diseño de vestuario para el personaje de Alcalde,es,,IMAGE,Figurín,"Figurín; Indumentaria; Cartulina; Caballero, José",,,,Europeana | National Theatre Museum,http://ceres.mcu.es/pages/Main?idt=134278&inventary=F01965&table=FMUS&museum=MNT,http://rightsstatements.org/vocab/InC/1.0/,http://rightsstatements.org/vocab/InC/1.0/,Madrid,,Spain,,,http://ceres.mcu.es/pages/Main?idt=134278&inventary=F01965&table=FMUS&museum=MNT,http://ceres.mcu.es/pages/Viewer?raw=y&accion=42&AMuseo=MNT&img=/MNT/fondos_pre/MNTFF01965_P.JPG&Ninv=F01965,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fceres.mcu.es%2Fpages%2FViewer%3Fraw%3Dy%26accion%3D42%26AMuseo%3DMNT%26img%3D%2FMNT%2Ffondos_pre%2FMNTFF01965_P.JPG%26Ninv%3DF01965&type=IMAGE,Fuenteovejuna - Figurín,,,http://ceres.mcu.es/pages/Main?idt=134278&inventary=F01965&table=FMUS&museum=MNT,https://iiif.europeana.eu/presentation/2022703/pages_Main_idt_134278_inventary_F01965_table_FMUS_museum_MNT/manifest.json
europeana_00020,,,image,,Fuenteovejuna - Figurín,"Caballero, José (Lugar de nacimiento: Huelva, 11/06/1915 - Lugar de defunción: Madrid, 26/05/1991)",1944,Diseño de vestuario para el personaje de Frondoso (Traje de la boda),es,,IMAGE,Figurín,"Figurín; Indumentaria; Cartulina; Caballero, José",,,,Europeana | National Theatre Museum,http://ceres.mcu.es/pages/Main?idt=134285&inventary=F01972&table=FMUS&museum=MNT,http://rightsstatements.org/vocab/InC/1.0/,http://rightsstatements.org/vocab/InC/1.0/,Madrid,,Spain,,,http://ceres.mcu.es/pages/Main?idt=134285&inventary=F01972&table=FMUS&museum=MNT,http://ceres.mcu.es/pages/Viewer?raw=y&accion=42&AMuseo=MNT&img=/MNT/fondos_pre/MNTFF01972_P.JPG&Ninv=F01972,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fceres.mcu.es%2Fpages%2FViewer%3Fraw%3Dy%26accion%3D42%26AMuseo%3DMNT%26img%3D%2FMNT%2Ffondos_pre%2FMNTFF01972_P.JPG%26Ninv%3DF01972&type=IMAGE,Fuenteovejuna - Figurín,,,http://ceres.mcu.es/pages/Main?idt=134285&inventary=F01972&table=FMUS&museum=MNT,https://iiif.europeana.eu/presentation/2022703/pages_Main_idt_134285_inventary_F01972_table_FMUS_museum_MNT/manifest.json
europeana_00021,,,image,,Fuenteovejuna - Figurín,"Moreno, Pedro",1994,Diseño de vestuario para los personajes de Labradores,es,,IMAGE,Figurín,"http://data.europeana.eu/concept/35; Figurín; Indumentaria; Dibujo; Cartulina; Moreno, Pedro",,,,Europeana | National Theatre Museum,http://ceres.mcu.es/pages/Main?idt=169229&inventary=F09368&table=FMUS&museum=MNT,http://rightsstatements.org/vocab/InC/1.0/,http://rightsstatements.org/vocab/InC/1.0/,Madrid,,Spain,,,http://ceres.mcu.es/pages/Main?idt=169229&inventary=F09368&table=FMUS&museum=MNT,http://ceres.mcu.es/pages/Viewer?raw=y&accion=42&AMuseo=MNT&img=/MNT/fondos_pre/MNTFF09368_P.JPG&Ninv=F09368,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fceres.mcu.es%2Fpages%2FViewer%3Fraw%3Dy%26accion%3D42%26AMuseo%3DMNT%26img%3D%2FMNT%2Ffondos_pre%2FMNTFF09368_P.JPG%26Ninv%3DF09368&type=IMAGE,Fuenteovejuna - Figurín,,,http://ceres.mcu.es/pages/Main?idt=169229&inventary=F09368&table=FMUS&museum=MNT,https://iiif.europeana.eu/presentation/2022703/pages_Main_idt_169229_inventary_F09368_table_FMUS_museum_MNT/manifest.json
europeana_00022,,,image,,Fuenteovejuna - Figurín,"Moreno, Pedro",1994,Diseño de vestuario para los personajes de Mujer del pueblo,es,,IMAGE,Figurín,"http://data.europeana.eu/concept/35; Figurín; Indumentaria; Dibujo; Cartulina; Moreno, Pedro",,,,Europeana | National Theatre Museum,http://ceres.mcu.es/pages/Main?idt=169230&inventary=F09369&table=FMUS&museum=MNT,http://rightsstatements.org/vocab/InC/1.0/,http://rightsstatements.org/vocab/InC/1.0/,Madrid,,Spain,,,http://ceres.mcu.es/pages/Main?idt=169230&inventary=F09369&table=FMUS&museum=MNT,http://ceres.mcu.es/pages/Viewer?raw=y&accion=42&AMuseo=MNT&img=/MNT/fondos_pre/MNTFF09369_P.JPG&Ninv=F09369,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fceres.mcu.es%2Fpages%2FViewer%3Fraw%3Dy%26accion%3D42%26AMuseo%3DMNT%26img%3D%2FMNT%2Ffondos_pre%2FMNTFF09369_P.JPG%26Ninv%3DF09369&type=IMAGE,Fuenteovejuna - Figurín,,,http://ceres.mcu.es/pages/Main?idt=169230&inventary=F09369&table=FMUS&museum=MNT,https://iiif.europeana.eu/presentation/2022703/pages_Main_idt_169230_inventary_F09369_table_FMUS_museum_MNT/manifest.json
europeana_00023,,,image,,Fuenteovejuna - Figurín,"Moreno, Pedro",1994,Diseño de vestuario para el personaje de Mujer del pueblo. Lavandera,es,,IMAGE,Figurín,"http://data.europeana.eu/concept/35; Figurín; Indumentaria; Dibujo; Cartulina; Moreno, Pedro",,,,Europeana | National Theatre Museum,http://ceres.mcu.es/pages/Main?idt=169231&inventary=F09370&table=FMUS&museum=MNT,http://rightsstatements.org/vocab/InC/1.0/,http://rightsstatements.org/vocab/InC/1.0/,Madrid,,Spain,,,http://ceres.mcu.es/pages/Main?idt=169231&inventary=F09370&table=FMUS&museum=MNT,http://ceres.mcu.es/pages/Viewer?raw=y&accion=42&AMuseo=MNT&img=/MNT/fondos_pre/MNTFF09370_P.JPG&Ninv=F09370,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fceres.mcu.es%2Fpages%2FViewer%3Fraw%3Dy%26accion%3D42%26AMuseo%3DMNT%26img%3D%2FMNT%2Ffondos_pre%2FMNTFF09370_P.JPG%26Ninv%3DF09370&type=IMAGE,Fuenteovejuna - Figurín,,,http://ceres.mcu.es/pages/Main?idt=169231&inventary=F09370&table=FMUS&museum=MNT,https://iiif.europeana.eu/presentation/2022703/pages_Main_idt_169231_inventary_F09370_table_FMUS_museum_MNT/manifest.json
europeana_00024,,,image,,Fuenteovejuna - Figurín,"Caballero, José (Lugar de nacimiento: Huelva, 11/06/1915 - Lugar de defunción: Madrid, 26/05/1991)",1944,Diseño de vestuario para el personaje de Caballero,es,,IMAGE,Figurín,"Figurín; Indumentaria; Cartulina; Caballero, José",,,,Europeana | National Theatre Museum,http://ceres.mcu.es/pages/Main?idt=134279&inventary=F01966&table=FMUS&museum=MNT,http://rightsstatements.org/vocab/InC/1.0/,http://rightsstatements.org/vocab/InC/1.0/,Madrid,,Spain,,,http://ceres.mcu.es/pages/Main?idt=134279&inventary=F01966&table=FMUS&museum=MNT,http://ceres.mcu.es/pages/Viewer?raw=y&accion=42&AMuseo=MNT&img=/MNT/fondos_pre/MNTFF01966_P.JPG&Ninv=F01966,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fceres.mcu.es%2Fpages%2FViewer%3Fraw%3Dy%26accion%3D42%26AMuseo%3DMNT%26img%3D%2FMNT%2Ffondos_pre%2FMNTFF01966_P.JPG%26Ninv%3DF01966&type=IMAGE,Fuenteovejuna - Figurín,,,http://ceres.mcu.es/pages/Main?idt=134279&inventary=F01966&table=FMUS&museum=MNT,https://iiif.europeana.eu/presentation/2022703/pages_Main_idt_134279_inventary_F01966_table_FMUS_museum_MNT/manifest.json
europeana_00025,,,image,,Fuenteovejuna - Figurín,"Caballero, José (Lugar de nacimiento: Huelva, 11/06/1915 - Lugar de defunción: Madrid, 26/05/1991)",1944,Diseño de vestuario para el personaje de Regidor II,es,,IMAGE,Figurín,"Figurín; Indumentaria; Cartulina; Caballero, José",,,,Europeana | National Theatre Museum,http://ceres.mcu.es/pages/Main?idt=134281&inventary=F01968&table=FMUS&museum=MNT,http://rightsstatements.org/vocab/InC/1.0/,http://rightsstatements.org/vocab/InC/1.0/,Madrid,,Spain,,,http://ceres.mcu.es/pages/Main?idt=134281&inventary=F01968&table=FMUS&museum=MNT,http://ceres.mcu.es/pages/Viewer?raw=y&accion=42&AMuseo=MNT&img=/MNT/fondos_pre/MNTFF01968_P.JPG&Ninv=F01968,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fceres.mcu.es%2Fpages%2FViewer%3Fraw%3Dy%26accion%3D42%26AMuseo%3DMNT%26img%3D%2FMNT%2Ffondos_pre%2FMNTFF01968_P.JPG%26Ninv%3DF01968&type=IMAGE,Fuenteovejuna - Figurín,,,http://ceres.mcu.es/pages/Main?idt=134281&inventary=F01968&table=FMUS&museum=MNT,https://iiif.europeana.eu/presentation/2022703/pages_Main_idt_134281_inventary_F01968_table_FMUS_museum_MNT/manifest.json
europeana_00026,,,image,,Fuenteovejuna - Figurín,"Caballero, José (Lugar de nacimiento: Huelva, 11/06/1915 - Lugar de defunción: Madrid, 26/05/1991)",1944,Diseño de vestuario para el personaje de Leonelo,es,,IMAGE,Figurín,"Figurín; Indumentaria; Cartulina; Caballero, José",,,,Europeana | National Theatre Museum,http://ceres.mcu.es/pages/Main?idt=134283&inventary=F01970&table=FMUS&museum=MNT,http://rightsstatements.org/vocab/InC/1.0/,http://rightsstatements.org/vocab/InC/1.0/,Madrid,,Spain,,,http://ceres.mcu.es/pages/Main?idt=134283&inventary=F01970&table=FMUS&museum=MNT,http://ceres.mcu.es/pages/Viewer?raw=y&accion=42&AMuseo=MNT&img=/MNT/fondos_pre/MNTFF01970_P.JPG&Ninv=F01970,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fceres.mcu.es%2Fpages%2FViewer%3Fraw%3Dy%26accion%3D42%26AMuseo%3DMNT%26img%3D%2FMNT%2Ffondos_pre%2FMNTFF01970_P.JPG%26Ninv%3DF01970&type=IMAGE,Fuenteovejuna - Figurín,,,http://ceres.mcu.es/pages/Main?idt=134283&inventary=F01970&table=FMUS&museum=MNT,https://iiif.europeana.eu/presentation/2022703/pages_Main_idt_134283_inventary_F01970_table_FMUS_museum_MNT/manifest.json
europeana_00027,,,image,,Fuenteovejuna - Escenografía,"Coso Marín, Miguel Ángel",1992,Estandarte de la Orden de Calatrava,es,,IMAGE,Escenografía,"http://data.europeana.eu/concept/35; Escenografía; Dibujo; Coso Marín, Miguel Ángel",,,,Europeana | National Theatre Museum,http://ceres.mcu.es/pages/Main?idt=132007&inventary=ES02150&table=FMUS&museum=MNT,http://rightsstatements.org/vocab/InC/1.0/,http://rightsstatements.org/vocab/InC/1.0/,,,Spain,,,http://ceres.mcu.es/pages/Main?idt=132007&inventary=ES02150&table=FMUS&museum=MNT,http://ceres.mcu.es/pages/Viewer?raw=y&accion=42&AMuseo=MNT&img=/MNT/fondos_pre/MNTFES02150_P.JPG&Ninv=ES02150,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fceres.mcu.es%2Fpages%2FViewer%3Fraw%3Dy%26accion%3D42%26AMuseo%3DMNT%26img%3D%2FMNT%2Ffondos_pre%2FMNTFES02150_P.JPG%26Ninv%3DES02150&type=IMAGE,Fuenteovejuna - Escenografía,,,http://ceres.mcu.es/pages/Main?idt=132007&inventary=ES02150&table=FMUS&museum=MNT,https://iiif.europeana.eu/presentation/2022703/pages_Main_idt_132007_inventary_ES02150_table_FMUS_museum_MNT/manifest.json
europeana_00028,,,image,,Fuenteovejuna - Figurín,"Moreno, Pedro",1994,Diseño de vestuario para el personaje de Laurencia,es,,IMAGE,Figurín,"http://data.europeana.eu/concept/35; Figurín; Indumentaria; Dibujo; Cartulina; Moreno, Pedro",,,,Europeana | National Theatre Museum,http://ceres.mcu.es/pages/Main?idt=169232&inventary=F09371&table=FMUS&museum=MNT,http://rightsstatements.org/vocab/InC/1.0/,http://rightsstatements.org/vocab/InC/1.0/,Madrid,,Spain,,,http://ceres.mcu.es/pages/Main?idt=169232&inventary=F09371&table=FMUS&museum=MNT,http://ceres.mcu.es/pages/Viewer?raw=y&accion=42&AMuseo=MNT&img=/MNT/fondos_pre/MNTFF09371_P.JPG&Ninv=F09371,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fceres.mcu.es%2Fpages%2FViewer%3Fraw%3Dy%26accion%3D42%26AMuseo%3DMNT%26img%3D%2FMNT%2Ffondos_pre%2FMNTFF09371_P.JPG%26Ninv%3DF09371&type=IMAGE,Fuenteovejuna - Figurín,,,http://ceres.mcu.es/pages/Main?idt=169232&inventary=F09371&table=FMUS&museum=MNT,https://iiif.europeana.eu/presentation/2022703/pages_Main_idt_169232_inventary_F09371_table_FMUS_museum_MNT/manifest.json
europeana_00029,,,image,,Fuenteovejuna - Escenografía,"Carpio, Roberto",1967,[Escenario del Corral de Comedias],es,,IMAGE,Escenografía,"http://data.europeana.eu/concept/35; Escenografía; Dibujo; Cartulina; Carpio, Roberto",,,,Europeana | National Theatre Museum,http://ceres.mcu.es/pages/Main?idt=131561&inventary=ES01704&table=FMUS&museum=MNT,http://rightsstatements.org/vocab/InC/1.0/,http://rightsstatements.org/vocab/InC/1.0/,http://data.europeana.eu/place/206398,,Spain,,,http://ceres.mcu.es/pages/Main?idt=131561&inventary=ES01704&table=FMUS&museum=MNT,http://ceres.mcu.es/pages/Viewer?raw=y&accion=42&AMuseo=MNT&img=/MNT/fondos_pre/MNTFES01704_P.JPG&Ninv=ES01704,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fceres.mcu.es%2Fpages%2FViewer%3Fraw%3Dy%26accion%3D42%26AMuseo%3DMNT%26img%3D%2FMNT%2Ffondos_pre%2FMNTFES01704_P.JPG%26Ninv%3DES01704&type=IMAGE,Fuenteovejuna - Escenografía,,,http://ceres.mcu.es/pages/Main?idt=131561&inventary=ES01704&table=FMUS&museum=MNT,https://iiif.europeana.eu/presentation/2022703/pages_Main_idt_131561_inventary_ES01704_table_FMUS_museum_MNT/manifest.json
